bibnum|title|author|year|periodical|parent_title|citation|keyword|project|link
530|Development of a microtiter plate ELISA and a dipstick ELISA for the determination of the organophosphorus insecticide fenthion|Cho, Young Ae; Kim, Yoo Jung; Hammock, Bruce D.; Lee, Yong Tae; Lee, Hye-Sung|2003|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Cho, Kim. (2003). J. Agric. Food Chem. 51:7854–7860|Antibody Specificity; Enzyme-Linked Immunosorbent Assay/methods; Fenthion/analysis; Insecticides/analysis; Quality Control; Reagent Strips|Immunoassay|http://ucanr.org/sites/hammocklab/files/126422.pdf
531|Robust and sensitive monoclonal enzyme-linked immunosorbent assay for the herbicide molinate|Rufo, Caterina; Hammock, Bruce D.; Gee, Shirley J.; Last, Jerold A.; González-Sapienza, Gualberto|2004|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Rufo, Hammock. (2004). J. Agric. Food Chem. 52:182–187|Animals; Antibodies, Monoclonal/immunology; Antibody Specificity; Azepines/analysis; Enzyme-Linked Immunosorbent Assay/methods; Female; Herbicides/analysis; Hybridomas/immunology; Mice; Mice, Inbred BALB C; Sensitivity and Specificity; Thiocarbamates/analysis|Immunoassay|http://ucanr.org/sites/hammocklab/files/126423.pdf
532|Characterization of recombinant monoclonal IgA anti-PDC-E2 autoantibodies derived from patients with PBC|Fukushima, Nobuyoshi; Nalbandian, Greg; van de Water, Judy; White, Kandra; Ansari, Aftab A.; Leung, Patrick; Kenny, Thomas; Kamita, Shizuo G.; Hammock, Bruce D.; Coppel, Ross L.; Stevenson, Freida; Ishibashi, Hiromi; Gershwin, M. Eric|2002|Hepatology (Hepatology (Baltimore, Md.))||Fukushima, Nalbandian. (2002). Hepatology 36:1383–1392|Animals; Antibodies, Monoclonal/genetics/immunology; Antibody Specificity; Autoantibodies/immunology; Baculoviridae/genetics; Cell Line; Cloning, Molecular; Dihydrolipoyllysine-Residue Acetyltransferase; Epithelial Cells/cytology/immunology; Humans; Immunoglobulin A/genetics/immunology; Immunohistochemistry; Liver Cirrhosis, Biliary/immunology; Pyruvate Dehydrogenase Complex/immunology; Recombinant Proteins/genetics/immunology|Immunoassay|http://ucanr.org/sites/hammocklab/files/126424.pdf
533|"Biocatalysis in ionic liquids: the stereoconvergent hydrolysis of trans-ß-methylstyrene oxide catalyzed by soluble epoxide hydrolase
"|Chiappe C.; E. Leandri; S. Lucchesi; D. Pieraccini; B.D. Hammock; C. Morisseau|2004|J. Mol. Catal., B Enzym. (Journal of molecular catalysis. B, Enzymatic)||Chiappe C., E. Leandri. (2004). J. Mol. Catal., B Enzym. 27:243–248||Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125253.pdf
534|Use of classical and 3-D QSAR to examine the hydration state of juvenile hormone esterase inhibitors|Wheelock, Craig E.; Nakagawa, Yoshiaki; Akamatsu, Miki; Hammock, Bruce D.|2003|Bioorg. Med. Chem. (Bioorganic & medicinal chemistry)||Wheelock, Nakagawa. (2003). Bioorg. Med. Chem. 11:5101–5116|Carboxylic Ester Hydrolases/antagonists & inhibitors/chemistry; Molecular Conformation; Quantitative Structure-Activity Relationship; Water/chemistry|Insect Biology|http://ucanr.org/sites/hammocklab/files/131038.pdf
535|A sensitive class specific immunoassay for the detection of pyrethroid metabolites in human urine|Shan, Guomin; Huang, Huazhang; Stoutamire, Donald W.; Gee, Shirley J.; Leng, Gabriele; Hammock, Bruce D.|2004|Chem. Res. Toxicol. (Chemical research in toxicology)||Shan, Huang. (2004). Chem. Res. Toxicol. 17:218–225|Enzyme-Linked Immunosorbent Assay; Humans; Insecticides/urine; Magnetic Resonance Spectroscopy; Pyrethrins/urine; Sensitivity and Specificity|Immunoassay|http://ucanr.org/sites/hammocklab/files/126425.pdf
536|Development of an enzyme-linked immunosorbent assay for the pyrethroid cypermethrin|Lee, Hu-Jang; Shan, Guomin; Ahn, Ki Chang; Park, Eun-Kee; Watanabe, Takaho; Gee, Shirley J.; Hammock, Bruce D.|2004|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Lee, Shan. (2004). J. Agric. Food Chem. 52:1039–1043|Enzyme-Linked Immunosorbent Assay/methods; Insecticides/analysis; Pyrethrins/analysis; Sensitivity and Specificity|Immunoassay|http://ucanr.org/sites/hammocklab/files/126426.pdf
537|"C60 nanoparticle quenching used as a biological label
"|Feng, J.; S. Mak; G. Shan; S.J. Gee; B.D. Hammock; I.M. Kennedy|2003|SPIE (The International Society for Optics and Photonics)||Feng, S. Mak. (2003). SPIE 4967:156–163||Immunoassay|http://ucanr.org/sites/hammocklab/files/126427.pdf
538|Vascular localization of soluble epoxide hydrolase in the human kidney|Yu, Zhigang; Davis, Benjamin B.; Morisseau, Christophe; Hammock, Bruce D.; Olson, Jean L.; Kroetz, Deanna L.; Weiss, Robert H.|2004|Am. J. Physiol. Renal Physiol. (American journal of physiology. Renal physiology)||Yu, Davis. (2004). Am. J. Physiol. Renal Physiol. 286:F720-6|Arterioles/enzymology; Blotting, Western; Epoxide Hydrolases/metabolism; Humans; Immunohistochemistry; Kidney/blood supply/enzymology; Kidney Diseases/enzymology; Solubility|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125254.pdf
539|Isolation of a strain of Agrobacterium tumefaciens (Rhizobium radiobacter) utilizing methylene urea (ureaformaldehyde) as nitrogen source|Koivunen, Marja E.; Morisseau, Christophe; Horwath, William R.; Hammock, Bruce D.|2004|Can. J. Microbiol. (Canadian journal of microbiology)||Koivunen, Morisseau. (2004). Can. J. Microbiol. 50:167–174|Agrobacterium tumefaciens/growth & development/isolation & purification/metabolism/pathogenicity; Bacterial Typing Techniques; Biomass; California; DNA, Bacterial/isolation & purification; DNA, Ribosomal/chemistry/isolation & purification; Daucus carota/microbiology; Formaldehyde/metabolism; Genes, rRNA; Genotype; Hydrolases/analysis; Molecular Sequence Data; Nitrates/metabolism; Plant Diseases/microbiology; Potassium Compounds/metabolism; Quaternary Ammonium Compounds/metabolism; RNA, Ribosomal, 16S/genetics; Sequence Analysis, DNA; Soil Microbiology; Urea/metabolism|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125255.pdf
540|Epoxide hydrolases in the rat epididymis: possible roles in xenobiotic and endogenous fatty acid metabolism|DuTeaux, Shelley Brown; Newman, John W.; Morisseau, Christophe; Fairbairn, Elise A.; Jelks, Karen; Hammock, Bruce D.; Miller, Marion G.|2004|Toxicol. Sci. (Toxicological sciences : an official journal of the Society of Toxicology)||DuTeaux, Newman. (2004). Toxicol. Sci. 78:187–195|Animals; Arachidonic Acid/metabolism; Clofibrate/pharmacology; Enzyme Activation/drug effects; Epididymis/enzymology; Epoxide Hydrolases/analysis/metabolism; Epoxy Compounds/metabolism; Male; Microsomes/enzymology; Oxidation-Reduction; Rats; Rats, Sprague-Dawley; Spermatozoa/enzymology; Xenobiotics/metabolism|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125257.pdf
541|Structure of human epoxide hydrolase reveals mechanistic inferences on bifunctional catalysis in epoxide and phosphate ester hydrolysis|Gomez, German A.; Morisseau, Christophe; Hammock, Bruce D.; Christianson, David W.|2004|Biochemistry (Biochemistry)||Gomez, Morisseau. (2004). Biochemistry 43:4716–4723|Animals; Binding Sites; Catalysis; Catalytic Domain; Crystallography, X-Ray; Enzyme Inhibitors/chemistry; Epoxide Hydrolases/antagonists & inhibitors/chemistry; Epoxy Compounds/chemistry; Esters; Humans; Hydrolysis; Mice; Multienzyme Complexes/antagonists & inhibitors/chemistry; Organophosphonates/chemistry; Phenylurea Compounds/chemistry; Phosphoric Monoester Hydrolases/antagonists & inhibitors/chemistry; Solubility; Stearic Acids/chemistry; Substrate Specificity|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125258.pdf
542|Soluble epoxide hydrolase inhibition protects the kidney from hypertension-induced damage|Zhao, Xueying; Yamamoto, Tatsuo; Newman, John W.; Kim, In-Hae; Watanabe, Takaho; Hammock, Bruce D.; Stewart, Janet; Pollock, Jennifer S.; Pollock, David M.; Imig, John D.|2004|J. Am. Soc. Nephrol. (Journal of the American Society of Nephrology : JASN)||Zhao, Yamamoto. (2004). J. Am. Soc. Nephrol. 15:1244–1253|Angiotensin II; Animals; Arachidonic Acid/blood; Arterioles/physiology; Blood Pressure; Epoxide Hydrolases/antagonists & inhibitors; Heart Rate; Hypertension, Renal/chemically induced/drug therapy/metabolism/pathology; Kidney/enzymology/pathology; Linoleic Acid/blood; Male; Rats; Rats, Sprague-Dawley; Solubility; Urea/analogs & derivatives/pharmacology; Vasoconstrictor Agents|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125259.pdf
543|Design, synthesis, and biological activity of 1,3-disubstituted ureas as potent inhibitors of the soluble epoxide hydrolase of increased water solubility|Kim, In-Hae; Morisseau, Christophe; Watanabe, Takaho; Hammock, Bruce D.|2004|J. Med. Chem. (Journal of medicinal chemistry)||Kim, Morisseau. (2004). J. Med. Chem. 47:2110–2122|Animals; Epoxide Hydrolases/antagonists & inhibitors/chemistry; Humans; Mice; Solubility; Structure-Activity Relationship; Transition Temperature; Urea/analogs & derivatives/chemical synthesis/chemistry; Water|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125260.pdf
544|Immunochemical determination of dioxins in sediment and serum samples|Nichkova, Mikaela; Park, Eun-Kee; Koivunen, Marja E.; Kamita, Shizuo G.; Gee, Shirley J.; Chuang, Jane; van Emon, Jeanette M.; Hammock, Bruce D.|2004|Talanta (Talanta)||Nichkova, Park. (2004). Talanta 63:1213–1223||Immunoassay|http://ucanr.org/sites/hammocklab/files/126428.pdf
545|Identification, expression, and purification of a pyrethroid-hydrolyzing carboxylesterase from mouse liver microsomes|Stok, Jeanette E.; Huang, Huazhang; Jones, Paul D.; Wheelock, Craig E.; Morisseau, Christophe; Hammock, Bruce D.|2004|J. Biol. Chem. (The Journal of biological chemistry)||Stok, Huang. (2004). J. Biol. Chem. 279:29863–29869|Animals; Carboxylic Ester Hydrolases/genetics/isolation & purification/metabolism; Cloning, Molecular; Expressed Sequence Tags; Genes, Reporter; Insecticides/chemistry/metabolism; Mice; Microsomes, Liver/enzymology; Molecular Sequence Data; Molecular Structure; Pyrethrins/chemistry/metabolism|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125261.pdf
546|Challenges in regulating pesticide mixtures|Lydy, M.; J. Belden; C. Wheelock; B. Hammock; D. Denton|2004|Ecol Soc (Ecology & society)||Lydy, J. Belden. (2004). Ecol Soc 9:1–17||Immunoassay|http://ucanr.org/sites/hammocklab/files/126429.pdf
547|Hapten and antibody production for a sensitive immunoassay determining a human urinary metabolite of the pyrethroid insecticide permethrin|Ahn, Ki Chang; Watanabe, Takaho; Gee, Shirley J.; Hammock, Bruce D.|2004|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Ahn, Watanabe. (2004). J. Agric. Food Chem. 52:4583–4594|Antibody Formation; Antibody Specificity; Glycine/immunology/urine; Haptens/chemistry/immunology; Humans; Immunoassay/methods; Insecticides/urine; Models, Molecular; Permethrin/urine; Pyrethrins/immunology/urine|Immunoassay|http://ucanr.org/sites/hammocklab/files/126430.pdf
548|Enhanced postischemic functional recovery in CYP2J2 transgenic hearts involves mitochondrial ATP-sensitive K+ channels and p42/p44 MAPK pathway|Seubert, John; Yang, Baichun; Bradbury, J. Alyce; Graves, Joan; DeGraff, Laura M.; Gabel, Scott; Gooch, Rebecca; Foley, Julie; Newman, John; Mao, Lan; Rockman, Howard A.; Hammock, Bruce D.; Murphy, Elizabeth; Zeldin, Darryl C.|2004|Circ. Res. (Circulation research)||Seubert, Yang. (2004). Circ. Res. 95:506–514|Animals; Cytochrome P-450 Enzyme System/genetics/physiology; Fatty Acids/metabolism; Flavoproteins/chemistry; Fluorescence; Heart/anatomy & histology/physiopathology; Humans; MAP Kinase Signaling System; Membrane Proteins/physiology; Mice; Mice, Transgenic; Mitogen-Activated Protein Kinase 1/physiology; Mitogen-Activated Protein Kinase 3/physiology; Myocardial Reperfusion Injury/enzymology/metabolism/physiopathology; Myocardium/enzymology; Oxygenases/genetics/physiology; Potassium Channel Blockers/pharmacology; Potassium Channels/physiology; Ventricular Function, Left; Ventricular Pressure/drug effects|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125262.pdf
549|Determination of pyrethroid residues in agricultural products by an enzyme-linked immunosorbent assay|Park, Eun-Kee; Kim, Jung-Hyun; Gee, Shirley J.; Watanabe, Takaho; Ahn, Ki Chang; Hammock, Bruce D.|2004|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Park, Kim. (2004). J. Agric. Food Chem. 52:5572–5576|Agriculture; Enzyme-Linked Immunosorbent Assay; Fruit/chemistry; Gas Chromatography-Mass Spectrometry; Pesticide Residues/analysis; Pyrethrins/analysis; Reproducibility of Results; Vegetables/chemistry; Wine/analysis|Immunoassay|http://ucanr.org/sites/hammocklab/files/126431.pdf
550|Investigation of the role of a second conserved serine in carboxylesterases via site-directed mutagenesis|Stok, Jeanette E.; Goloshchapov, Andrey; Song, Cheng; Wheelock, Craig E.; Derbel, Maher B. H.; Morisseau, Christophe; Hammock, Bruce D.|2004|Arch. Biochem. Biophys. (Archives of biochemistry and biophysics)||Stok, Goloshchapov. (2004). Arch. Biochem. Biophys. 430:247–255|Amino Acid Substitution; Animals; Binding Sites; Carbaryl/pharmacology; Carboxylic Ester Hydrolases/chemistry/genetics/isolation & purification/metabolism; Catalysis; Hydrogen-Ion Concentration; Hydrolysis; Kinetics; Molecular Structure; Mutagenesis, Site-Directed; Mutation; Rats; Serine/genetics/metabolism; Structure-Activity Relationship|Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125884.pdf
551|Altered kidney CYP2C and cyclooxygenase-2 levels are associated with obesity-related albuminuria|Dey, Aparajita; Williams, Roger S.; Pollock, David M.; Stepp, David W.; Newman, John W.; Hammock, Bruce D.; Imig, John D.|2004|Obes. Res. (Obesity research)||Dey, Williams. (2004). Obes. Res. 12:1278–1289|Albuminuria/enzymology; Animals; Aryl Hydrocarbon Hydroxylases/analysis; Blood Glucose/analysis; Body Weight; Cyclooxygenase 2; Cytochrome P-450 Enzyme System/analysis; Diabetes Mellitus, Type 2/enzymology/etiology; Hypertension/enzymology/etiology; Isoenzymes/analysis; Kidney/blood supply; Kidney Cortex/enzymology; Kidney Glomerulus/enzymology; Male; Microcirculation/enzymology; Obesity/complications/enzymology/urine; Prostaglandin-Endoperoxide Synthases/analysis; Rats; Rats, Zucker; Steroid 16-alpha-Hydroxylase/analysis; Thromboxane B2/urine|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125264.pdf
552|"Metabolomics--a new exciting field within the ""omics"" sciences"|Dettmer, Katja; Hammock, Bruce D.|2004|Environ. Health Perspect. (Environmental health perspectives)||Dettmer, Hammock. (2004). Environ. Health Perspect. 112:A396-7|Environmental Health/trends; Genomics/trends; Humans; Magnetic Resonance Spectroscopy; Metabolism; Peptide Mapping; Proteomics/trends|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125265.pdf
553|Development of toxicity identification evaluation procedures for pyrethroid detection using esterase activity|Wheelock, Craig E.; Miller, Jeff L.; Miller, Mike J.; Gee, Shirley J.; Shan, Guomin; Hammock, Bruce D.|2004|Environ. Toxicol. Chem. (Environmental toxicology and chemistry / SETAC)||Wheelock, Miller. (2004). Environ. Toxicol. Chem. 23:2699–2708|Animals; Animals, Newborn; Antibodies/pharmacology; Carboxylic Ester Hydrolases/antagonists & inhibitors/pharmacology; Cladocera/drug effects; Inhibitory Concentration 50; Insecticides/analysis/chemistry; Pesticide Synergists/pharmacology; Piperonyl Butoxide/pharmacology; Pyrethrins/analysis/chemistry/toxicity; Toxicity Tests/methods; Water Pollutants, Chemical/analysis|Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125885.pdf
554|"Metabolomics--Just another ""omics"" word?"|Dettmer, K.; B.D. Hammock|2004|G.I.T. Lab J. (GIT Laboratory Journal)||Dettmer, B.D. Hammock. (2004). G.I.T. Lab J. 8:29–30||Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125266.pdf
555|Effect of soluble epoxide hydrolase inhibition on epoxyeicosatrienoic acid metabolism in human blood vessels|Fang, Xiang; Weintraub, Neal L.; McCaw, Ryan B.; Hu, Shanming; Harmon, Shawn D.; Rice, James B.; Hammock, Bruce D.; Spector, Arthur A.|2004|Am. J. Physiol. Heart Circ. Physiol. (American journal of physiology. Heart and circulatory physiology)||Fang, Weintraub. (2004). Am. J. Physiol. Heart Circ. Physiol. 287:H2412-20|8,11,14-Eicosatrienoic Acid/analogs & derivatives/pharmacology; Cells, Cultured; Cyclohexanes/pharmacology; Endothelium, Vascular/cytology/metabolism; Epoxide Hydrolases/antagonists & inhibitors/metabolism; Epoxy Compounds/metabolism; Humans; Hydroxyeicosatetraenoic Acids/pharmacokinetics; Lauric Acids/pharmacology; Lipid Metabolism; Muscle, Smooth, Vascular/cytology/metabolism; Oxidation-Reduction; Saphenous Vein/drug effects/enzymology; Solubility; Tritium/diagnostic use; Vasodilator Agents/pharmacology|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125267.pdf
556|Expression of a non-secreted form of juvenile hormone esterase in a baculovirus|Taniai, K.; C.L.E. Zhou; D.G. Lee; S. Maeda; B.D. Hammock|2005|Jpn. Agric. Res. Q. (Japan agricultural research quarterly)||Taniai, C.L.E. Zhou. (2005). Jpn. Agric. Res. Q. 39:11–18||Insect Biology|http://ucanr.org/sites/hammocklab/files/131039.pdf
557|Epoxide hydrolases: their roles and interactions with lipid metabolism|Newman, John W.; Morisseau, Christophe; Hammock, Bruce D.|2005|Prog. Lipid Res. (Progress in lipid research)||Newman, Morisseau, Hammock. (2005). Prog. Lipid Res. 44:1–51|Animals; Epoxide Hydrolases/metabolism; Lipid Metabolism; Mammals/metabolism; Plants/enzymology|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125268.pdf
558|Attenuation of tobacco smoke-induced lung inflammation by treatment with a soluble epoxide hydrolase inhibitor|Smith, Kevin R.; Pinkerton, Kent E.; Watanabe, Takaho; Pedersen, Theresa L.; Ma, Seung Jin; Hammock, Bruce D.|2005|Proc. Natl. Acad. Sci. U.S.A. (Proceedings of the National Academy of Sciences of the United States of America)||Smith, Pinkerton. (2005). Proc. Natl. Acad. Sci. U.S.A. 102:2186–2191|Animals; Bronchoalveolar Lavage; Eicosanoids/chemistry/metabolism/pharmacology; Enzyme Inhibitors/chemistry/pharmacology; Epoxide Hydrolases/antagonists & inhibitors/metabolism; Epoxy Compounds/chemistry/metabolism/pharmacology; Inflammation/chemically induced/metabolism; Inhalation Exposure; Leukocyte Count; Lung/drug effects/immunology/pathology; Male; Random Allocation; Rats; Rats, Inbred Strains; Tobacco/adverse effects|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125269.pdf
559|A baculovirus-encoded protein tyrosine phosphatase gene induces enhanced locomotory activity in a lepidopteran host|Kamita, Shizuo G.; Nagasaka, Koukichi; Chua, Josie W.; Shimada, Toru; Mita, Kazuei; Kobayashi, Masahiko; Maeda, Susumu; Hammock, Bruce D.|2005|Proc. Natl. Acad. Sci. U.S.A. (Proceedings of the National Academy of Sciences of the United States of America)||Kamita, Nagasaka. (2005). Proc. Natl. Acad. Sci. U.S.A. 102:2584–2589|Amino Acid Sequence; Animals; Animals, Genetically Modified; Bombyx/enzymology/genetics/physiology; Gene Deletion; Genes, Insect; Locomotion/genetics/physiology; Molecular Sequence Data; Mutagenesis, Insertional; Nucleopolyhedrovirus/genetics; Photobiology; Protein Tyrosine Phosphatases/genetics/physiology; Recombinant Proteins/genetics/metabolism; Sequence Homology, Amino Acid; Transfection|Insect Biology|http://ucanr.org/sites/hammocklab/files/131040.pdf
560|Epoxide hydrolases: mechanisms, inhibitor designs, and biological roles|Morisseau, Christophe; Hammock, Bruce D.|2005|Annu. Rev. Pharmacol. Toxicol. (Annual review of pharmacology and toxicology)||Morisseau, Hammock. (2005). Annu. Rev. Pharmacol. Toxicol. 45:311–333|Animals; Drug Design; Epoxide Hydrolases/antagonists & inhibitors/chemistry/metabolism; Humans; Protease Inhibitors/chemistry/metabolism/pharmacology|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125270.pdf
561|Nanoscale fluoro-immunoassays with lanthanide oxide nanoparticles|Kennedy, I. M.; M. Koivunen; S. Gee; C. Cummins; R. Perron; D. Dosev; B.D. Hammock|2004||Nanosensing: Materials and Devices|Kennedy & M. Koivunen. (2004). In: Nanosensing: Materials and Devices (SPIE, Bellingham, WA): 329–339||Immunoassay|http://ucanr.org/sites/hammocklab/files/126432.pdf
562|Identification and characterization of an ovary-selective isoform of epoxide hydrolase|Hennebold, Jon D.; Mah, Kuni; Perez, Wilma; Vance, Jessica E.; Stouffer, Richard L.; Morisseau, Christophe; Hammock, Bruce D.; Adashi, Eli Y.|2005|Biol. Reprod. (Biology of reproduction)||Hennebold, Mah. (2005). Biol. Reprod. 72:968–975|Amino Acid Sequence; Animals; Base Sequence; Corpus Luteum/enzymology; Epoxide Hydrolases/genetics/metabolism; Estrous Cycle/physiology; Female; Granulosa Cells/enzymology; Isoenzymes/genetics/metabolism; Mice; Mice, Inbred C57BL; Molecular Sequence Data; Organ Specificity; Ovary/cytology/enzymology; Ovulation/physiology|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125271.pdf
563|Development of optically pure pyrethroid-like fluorescent substrates for carboxylesterases|Huang, Huazhang; Stok, Jeanette E.; Stoutamire, Donald W.; Gee, Shirley J.; Hammock, Bruce D.|2005|Chem. Res. Toxicol. (Chemical research in toxicology)||Huang, Stok. (2005). Chem. Res. Toxicol. 18:516–527|Animals; Carboxylic Ester Hydrolases/chemistry/metabolism; Chromatography, High Pressure Liquid; Fluorescence; Gas Chromatography-Mass Spectrometry; Insecticides/analysis/chemical synthesis/metabolism; Isomerism; Liver/enzymology; Mice; Molecular Structure; Pyrethrins/analysis/chemical synthesis/metabolism; Sensitivity and Specificity; Substrate Specificity|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125272.pdf
563|Development of optically pure pyrethroid-like fluorescent substrates for carboxylesterases|Huang, Huazhang; Stok, Jeanette E.; Stoutamire, Donald W.; Gee, Shirley J.; Hammock, Bruce D.|2005|Chem. Res. Toxicol. (Chemical research in toxicology)||Huang, Stok. (2005). Chem. Res. Toxicol. 18:516–527|Animals; Carboxylic Ester Hydrolases/chemistry/metabolism; Chromatography, High Pressure Liquid; Fluorescence; Gas Chromatography-Mass Spectrometry; Insecticides/analysis/chemical synthesis/metabolism; Isomerism; Liver/enzymology; Mice; Molecular Structure; Pyrethrins/analysis/chemical synthesis/metabolism; Sensitivity and Specificity; Substrate Specificity|Immunoassay|http://ucanr.org/sites/hammocklab/files/125272.pdf
564|Soluble epoxide hydrolase is a main effector of angiotensin II-induced hypertension|Jung, Oliver; Brandes, Ralf P.; Kim, In-Hae; Schweda, Frank; Schmidt, Ronald; Hammock, Bruce D.; Busse, Rudi; Fleming, Ingrid|2005|Hypertension (Hypertension)||Jung, Brandes. (2005). Hypertension 45:759–765|Adamantane/analogs & derivatives/pharmacology; Amides/pharmacology; Angiotensin II; Animals; Antihypertensive Agents/pharmacology; Blood Pressure/drug effects; Diuresis/drug effects; Epoxide Hydrolases/antagonists & inhibitors/chemistry/metabolism; Hydroxyeicosatetraenoic Acids/antagonists & inhibitors; Hypertension/chemically induced/etiology/physiopathology; Lauric Acids/pharmacology; Male; Mice; Mice, Inbred Strains; Natriuresis/drug effects; Renal Circulation/drug effects; Solubility; Sulfones/pharmacology; Vasoconstrictor Agents; Vasodilation/drug effects|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125273.pdf
565|Cytochrome p450-dependent lipid metabolism in preovulatory follicles|Newman, J. W.; Stok, J. E.; Vidal, J. D.; Corbin, C. J.; Huang, Q.; Hammock, B. D.; Conley, A. J.|2004|Endocrinology (Endocrinology)||Newman, Stok. (2004). Endocrinology 145:5097–5105|Animals; Cytochrome P-450 Enzyme System/metabolism; Epoxide Hydrolases/metabolism; Fatty Acids, Unsaturated/metabolism; Female; Follicular Fluid/metabolism; Follicular Phase/physiology; Microsomes/metabolism; Ovarian Follicle/metabolism; Sus scrofa|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125274.pdf
566|Development of a class selective immunoassay for the type II pyrethroid insecticides|Mak, S. K.; G. Shan; H.-J. Lee; T. Watanabe; D.W. Stoutamire; S.J. Gee; B.D. Hammock|2005|Anal. Chim. Acta (Analytica chimica acta)||Mak, G. Shan. (2005). Anal. Chim. Acta 534:109–120||Immunoassay|http://ucanr.org/sites/hammocklab/files/126434.pdf
567|"Three structurally related, highly potent, peptides from the venom of Parabuthus transvaalicus possess divergent biological activity
"|Inceoglu, Bora; Lango, Jozsef; Pessah, Isaac N.; Hammock, Bruce D.|2005|Toxicon (Toxicon : official journal of the International Society on Toxinology)||Inceoglu, Lango. (2005). Toxicon 45:727–733|Amino Acid Sequence; Animals; Chromatography, High Pressure Liquid; Insects; Mice; Molecular Sequence Data; Motor Activity/drug effects; Nervous System/drug effects; Neurotoxins/genetics/metabolism/toxicity; Peptides/genetics/metabolism/toxicity; Protein Binding; Protein Conformation; Rats; Scorpion Venoms/chemistry; Scorpions/chemistry; Sequence Alignment; Sequence Analysis, Protein; South Africa; Species Specificity; Synaptosomes/metabolism|Insect Biology|http://ucanr.org/sites/hammocklab/files/131041.pdf
568|Application of an enzyme-linked immunosorbent assay for the analysis of paraquat in human-exposure samples|Koivunen, M. E.; Gee, S. J.; Park, E-K; Lee, K.; Schenker, M. B.; Hammock, B. D.|2005|Arch. Environ. Contam. Toxicol. (Archives of environmental contamination and toxicology)||Koivunen, Gee. (2005). Arch. Environ. Contam. Toxicol. 48:184–190|Air Pollutants; Enzyme-Linked Immunosorbent Assay/methods; Filtration; Herbicides/analysis/urine; Humans; Occupational Exposure; Paraquat/analysis/urine; Quality Control; Sensitivity and Specificity; Specimen Handling; Urinalysis|Immunoassay|http://ucanr.org/sites/hammocklab/files/126435.pdf
569|Chemical and biological sensing through optical resonances in microcavities|Tanyeri, M.; M. Nichkova; B.D. Hammock; I.M. Kennedy|2005||Progress in Biomedical Optics and Imaging. Imaging, Manipulation and Analysis of Biomolecules and Cells: Fundamentals and applications III|Tanyeri & M. Nichkova. (2005). In: Progress in Biomedical Optics and Imaging. Imaging, Manipulation and Analysis of Biomolecules and Cells: Fundamentals and applications III (SPIE, San Jose, CA): 227–236||Immunoassay|http://ucanr.org/sites/hammocklab/files/126436.pdf
570|"Application of fluorescent Eu:Gd2O3 nanoparticles to the visualization of protein micropatterns
"|Dosev, D.; M. Nichkova; M. Liu; B. Guo; G.-Y. Liu; Y. Xia; B.D. Hammock; I.M. Kennedy|2005||Progress in Biomedical Optics and Imaging. Imaging, Manipulation and Analysis of Biomolecules and Cells: Fundamentals and applications III|Dosev & M. Nichkova. (2005). In: Progress in Biomedical Optics and Imaging.  Imaging, Manipulation and Analysis of Biomolecules and Cells:  Fundamentals and applications III (SPIE, San Jose, CA): 473–481||Immunoassay|http://ucanr.org/sites/hammocklab/files/126438.pdf
